Type,Area,,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,TQ,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015 estimate,2016 estimate
550 HEALTH,Health Resources and Services,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,7,32,140,169,231,262,254,202,280,292,380,83,462,282,78,18,92,4,55,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
550 HEALTH,Disease control (Preventive health),,4,6,8,9,10,10,9,13,7,21,20,17,15,11,6,5,28,36,6,6,5,6,..........,..........,..........,..........,..........,..........,..........,..........,2,5,1,46,51,59,67,11,74,58,93,103,114,120,165,154,162,164,182,213,230,299,281,343,355,522,521,701,596,643,"1,571","1,611","2,106","1,935","2,603","2,291","2,782","3,039","2,358","2,344","2,331","2,397","2,335","1,895",843,870,879,887
550 HEALTH,National Institutes of Health,,..........,..........,..........,..........,..........,..........,..........,..........,..........,3,5,4,4,4,4,3,3,4,4,4,6,9,9,12,11,2,*,2,..........,2,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
550 HEALTH,Substance Abuse and Mental Health Services,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,171,47,66,50,103,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
550 HEALTH,Rate Review Grants,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,12,22,26,27,54,40
550 HEALTH,Affordable Insurance Exchange Grants,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,1,24,167,963,"1,803","2,144",380
550 HEALTH,State Grants and Demonstrations,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,2,10,15,48,84,"1,269","1,275",427,498,531,562,477,517,508,572,593
550 HEALTH,Public Health and Social Services Emergency Fund,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,"1,451",184,"1,405",654,671,277,277,395,18,305,367,352
550 HEALTH,"Prevention and Wellness Fund, Recovery Act",,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,10,22,14,..........,..........,..........,..........
550 HEALTH,General Departmental Management,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,717,"1,198","1,497",105,109,134,160,239,295,..........,..........,..........,..........,..........,..........
550 HEALTH,"***Maternal, Infant, and Early Childhood Home Visiting Programs",,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,1,36,122,242,320,322,387
550 HEALTH,***Health Resources and Services,,18,20,22,23,68,82,60,46,33,42,93,149,169,154,130,114,104,125,166,207,196,214,239,268,299,333,372,454,567,660,726,672,828,802,808,947,"1,293",227,"1,161","1,029","1,129",922,"1,117",591,429,"1,025","1,037","1,078","1,128","1,079","1,085","1,141","1,112","1,359","1,438","1,465","1,435","2,762","1,080","1,591","1,448","2,028","1,820","2,353","2,513","2,815","3,227","3,340","3,183","3,110","3,060","2,987","2,840","2,648","2,472","2,490","2,494","2,445"
550 HEALTH,***Substance Abuse and Mental Health Services,,..........,..........,..........,..........,..........,..........,..........,..........,..........,3,3,3,3,3,2,2,3,4,6,6,5,8,10,7,10,11,12,11,21,30,80,116,187,319,302,590,535,156,471,605,594,679,664,656,506,501,501,494,622,720,666,"1,241","1,744","1,778","1,994","2,132","2,444","2,083","1,622","2,236","2,214","1,931","2,094","2,193","2,171","2,241","3,203","3,183","3,179","2,847","2,888","2,846","2,964","2,741","2,891","2,713","3,332","2,945"
550 HEALTH,***Grants to States for Medicaid,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,23,103,157,210,272,770,"1,173","1,806","2,285","2,727","3,362","4,601","4,600","5,818","6,840","8,568","2,229","9,876","10,680","12,407","13,957","16,833","17,391","18,985","20,061","22,655","24,995","27,435","30,462","34,604","41,103","52,533","67,827","75,774","82,034","89,070","91,990","95,552","101,234","108,042","117,921","129,434","147,650","160,805","176,231","181,720","180,625","190,624","201,426","250,924","272,771","274,964","250,534","265,392","301,472","333,080","351,005"
550 HEALTH,***Children's Health Insurance Fund,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,5,565,"1,220","3,699","3,682","4,355","4,607","5,129","5,451","6,000","6,900","7,547","7,887","8,629","9,065","9,469","9,314","10,558","14,520"
550 HEALTH,***Child Enrollment Contingency Fund,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,4,..........,14,3,50,50
550 HEALTH,***Pregnancy Assistance Fund,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,3,7,26,29,20,8,29
550 HEALTH,***Health Activities Funds,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,27,3,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
550 HEALTH,"Subtotal, Health and Human Services",,22,26,30,32,78,91,68,58,40,70,122,174,192,173,144,125,138,169,182,222,214,262,365,450,539,624,"1,165","1,672","2,705","3,193","3,832","4,467","5,974","5,969","7,259","8,729","10,844","2,706","12,044","12,655","14,301","15,679","18,820","18,762","20,141","21,741","24,356","26,731","29,368","32,500","36,588","43,784","55,670","71,307","79,562","86,152","93,470","97,536","98,850","105,709","113,840","124,712","139,156","158,540","173,661","189,730","197,701","197,200","208,158","217,868","268,158","290,006","292,676","268,106","282,876","319,845","353,860","373,633"
550 HEALTH,Labor:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550 HEALTH,Occupational and mine safety,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,*,7,11,27,38,34,9,32,42,45,48,45,47,54,64,62,59,65,51,55,70,75,70,66,74,76,73,82,83,85,88,96,98,110,110,109,109,109,108,113,113,124,124,114,120,120,125
550 HEALTH,"Total, 550",,22,26,30,32,78,91,68,58,40,70,122,174,192,173,144,125,138,169,182,222,214,262,365,450,539,624,"1,165","1,672","2,706","3,203","3,849","4,494","6,010","6,009","7,322","8,810","10,914","2,721","12,104","12,725","14,377","15,758","18,895","18,839","20,224","21,837","24,451","26,823","29,466","32,586","36,679","43,890","55,783","71,416","79,665","86,265","93,587","97,650","98,974","105,833","113,969","124,843","139,295","158,677","173,814","189,883","197,848","197,347","208,311","218,025","268,320","290,168","292,847","268,277","283,036","320,022","354,031","373,808"
600 INCOME SECURITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600 INCOME SECURITY,Agriculture:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600 INCOME SECURITY,"***Funds for strengthening markets, income, and supply (section 32)",,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,580,728,743,451,277,62,38,269,270,456,285,379,541,408,467,351,381,373,445,368,439,543,400,451,480,435,534,497,816,523,776,915,"1,253",846,826,"1,281",693,690,929,"1,044",947,791,696,450,802,809
600 INCOME SECURITY,***Rural Housing Assistance Grants,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,*,1,3,6,3,1,4,3,3,3,1,7,6,6,13,17,20,16,11,3,17,19,26,31,28,23,27,26,18,18,27,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
600 INCOME SECURITY,***Mutual and Self-help Housing Grants,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,*,1,1,3,3,3,1,4,4,5,6,7,8,7,8,8,7,6,7,7,8,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
600 INCOME SECURITY,***SNAP (formerly Food Stamps),,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,14,19,29,32,65,106,171,234,559,20,27,31,48,136,267,65,271,299,324,412,489,752,"1,444","1,547","1,710","1,792","1,959","1,993","2,075","2,130","2,371","2,607","2,611","2,688","2,740","3,030","3,122","3,673","3,362","3,508","3,664","3,949","4,162","4,204","4,385","4,608","4,602","4,935","5,624","5,739","5,973","6,832","6,072","5,791","5,753","6,473"
600 INCOME SECURITY,***Commodity Assistance Program,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,8,*,48,52,64,101,104,121,177,251,260,269,267,292,443,488,485,505,489,454,403,301,319,264,280,269,270,317,263,173,192,197,192,230,369,288,307,259,275,225,295,306
600 INCOME SECURITY,***Supplemental feeding programs (WIC and CSFP),,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,141,41,242,371,542,716,928,928,"1,123","1,365","1,495","1,577","1,669","1,801","1,940","2,119","2,275","2,542","2,842","3,155","3,401","3,676","3,863","3,901","3,942","3,950","4,085","4,330","4,548","4,860","4,985","5,056","5,309","6,160","6,480","6,469","6,787","6,837","6,555","6,265","6,526","6,617"
600 INCOME SECURITY,***Child Nutrition Programs,,..........,..........,..........,..........,..........,..........,..........,76,68,75,83,83,84,83,84,83,82,98,165,216,232,239,258,262,276,263,291,302,318,336,379,603,707,685,793,"1,565","1,878",390,"2,775","2,526","2,862","3,388","3,359","2,875","3,115","3,361","3,480","3,678","3,922","4,158","4,455","4,871","5,418","5,993","6,589","6,938","7,387","7,757","8,141","8,436","8,740","9,060","9,416","10,100","10,664","11,035","11,726","12,263","12,871","13,761","15,083","16,259","17,112","18,287","19,304","19,468","20,566","21,519"
600 INCOME SECURITY,"Subtotal, Agriculture",,..........,..........,..........,..........,..........,..........,..........,76,68,75,83,83,84,83,84,83,82,98,165,216,232,239,272,281,305,295,357,408,490,573,944,627,"1,316","1,450","1,589","2,159","2,576",560,"3,385","3,527","4,072","5,093","5,189","5,084","6,423","6,950","7,422","7,692","8,224","8,651","9,398","10,011","11,011","12,216","12,957","13,705","14,429","15,226","15,979","16,771","17,140","17,310","18,211","19,611","20,890","21,118","22,114","23,405","23,667","25,776","28,485","29,799","31,126","33,006","32,902","32,199","33,942","35,724"
600 INCOME SECURITY,Health and Human Services:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600 INCOME SECURITY,Program administration,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,6,3,10,4,4,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
600 INCOME SECURITY,Children's Research and Technical Assistance,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,1,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
600 INCOME SECURITY,Payments to States from receipts for child support,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,*,*,*,1,1,1,*,*,*,*,*,*,*,*,*,*,*,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
600 INCOME SECURITY,***Family support payments to States,,279,330,376,395,430,401,421,644,732,921,"1,123","1,186","1,178","1,330","1,438","1,427","1,455","1,556","1,795","1,966","2,059","2,144","2,329","2,572","2,734","2,787","2,758","2,720","3,166","3,618","4,142","5,486","6,559","5,922","5,423","5,121","5,849","1,606","6,351","6,616","6,584","7,273","8,134","7,947","8,341","8,799","9,169","9,877","10,540","10,764","11,166","12,246","13,520","15,103","15,628","16,508","17,133","16,670","5,345","2,171","2,756","2,906","3,706","3,998","3,788","3,815","3,982","4,001","4,238","4,283","4,352","4,423","4,182","3,957","4,066","4,112","4,294","4,328"
600 INCOME SECURITY,***Low income home energy assistance,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,110,193,186,"1,180","1,653","1,685","1,991","2,024","2,139","2,046","1,829","1,585","1,393","1,314","1,742","1,142","1,067","2,125","1,419","1,067","1,221","1,132","1,176","1,495","2,161","1,773","2,030","1,891","2,095","2,637","2,498","2,663","4,533","4,598","4,419","3,817","3,532","3,537","2,955","3,400"
600 INCOME SECURITY,***Refugee and entrant assistance,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,56,132,338,641,878,504,585,420,422,374,312,370,391,228,304,327,333,346,319,277,294,236,280,345,362,352,425,419,425,389,471,544,571,632,633,288,672,812,859
600 INCOME SECURITY,***Payments to States for Child Care/Develop Block Grants,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,411,786,933,933,909,"1,092","1,029","1,065","1,369","2,167","2,313","2,131","2,110","2,185","2,128","2,067","2,346","3,129","2,975","2,191","2,168","2,217","2,458","2,756"
600 INCOME SECURITY,***Contingency Fund,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,2,..........,..........,..........,..........,..........,..........,43,77,56,348,"1,072","2,905","1,956",678,699,621,630,602
600 INCOME SECURITY,***Payments to States for Foster Care and Adoption Assistance,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,557,402,408,648,738,794,783,988,"1,338","1,579","2,120","2,505","2,636","3,030","3,244","3,691","4,047","4,451","4,707","5,453","5,710","5,885","6,124","6,340","6,427","6,353","6,563","6,750","6,858","6,972","6,859","6,846","6,770","6,867","7,080","7,594"
600 INCOME SECURITY,***Child Care Entitlement to States,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,"1,398","2,028","2,254","2,237","2,336","2,358","2,876","2,695","2,784","3,060","2,994","2,910","2,952","2,723","3,100","2,828","2,872","2,838","2,957","5,919"
600 INCOME SECURITY,***Temporary Assistance for Needy Families,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,"9,726","13,284","14,161","15,464","18,583","18,749","19,352","17,725","17,357","16,897","16,876","17,532","17,861","17,513","17,116","16,136","17,107","16,266","16,615","16,868"
600 INCOME SECURITY,"Subtotal, Health and Human Services",,279,330,376,395,430,401,421,644,732,921,"1,123","1,186","1,178","1,330","1,438","1,427","1,455","1,556","1,795","1,966","2,059","2,144","2,329","2,572","2,734","2,787","2,758","2,720","3,166","3,618","4,142","5,486","6,559","5,922","5,423","5,121","5,849","1,606","6,461","6,865","6,901","8,791","10,985","10,912","11,245","12,057","12,466","13,145","13,529","13,660","14,271","15,534","17,611","19,055","20,069","22,783","23,075","22,680","22,923","24,455","26,319","28,900","34,210","35,292","36,835","35,022","35,217","35,635","35,742","37,024","40,518","42,834","41,239","37,086","37,502","37,130","37,801","42,326"
600 INCOME SECURITY,Homeland Security:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600 INCOME SECURITY,***Emergency Food and Shelter,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,79,58,69,89,114,120,125,132,133,135,129,130,130,100,100,100,100,110,140,140,152,152,153,151,150,154,284,195,48,90,115,97,234,104
600 INCOME SECURITY,Housing and Urban Development:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600 INCOME SECURITY,Section 8 reserve preservation account,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,429,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
600 INCOME SECURITY,Choice Neighborhoods,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,1,10,60,88
600 INCOME SECURITY,Youthbuild program,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,*,20,41,32,9,2,1,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
600 INCOME SECURITY,Rural Housing and Economic Development,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,8,17,22,20,23,24,21,20,17,15,14,14,11,11,5,6,2
600 INCOME SECURITY,***Public Housing Operating Fund,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,178,128,506,691,654,824,929,"1,008","1,542","1,135","1,205","1,181","1,388","1,489","1,519","1,759","2,004","2,162","2,453","2,584","2,762","2,688","1,530","3,116","2,876","2,836","3,137","3,635","3,395","3,434","3,572","3,496","3,706","4,113","4,449","4,603","4,620","4,220","4,068","4,283","4,349","4,461"
600 INCOME SECURITY,***Subsidized housing programs,,..........,5,10,10,10,9,7,6,3,3,7,7,12,26,44,67,82,87,95,111,127,140,154,170,183,208,226,250,283,344,436,558,749,"1,049","1,116","1,326","1,410",283,"1,309","1,721","2,119","2,610","3,105","3,883","4,151","4,611","5,197","5,221","4,588","5,880","6,154","7,216","8,007","9,706","10,899","12,011","13,903","11,939","12,142","3,874","7,364",..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
600 INCOME SECURITY,***Drug Elimination Grants for Low-income Housing,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,*,37,116,160,178,259,291,281,283,288,309,325,222,46,6,1,1,..........,..........,..........,..........,..........,..........,..........,..........,..........
600 INCOME SECURITY,***Revitalization of Severely Distressed Public Housing (HOPE VI),,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,1,31,110,205,237,321,379,487,466,555,596,695,567,516,526,317,185,177,129,159,97,90,80
